integration_run_id,customer_id,workflow_run_id,integration_name,started_at,run_status,records_processed,integration_metadata
373,8,132,Salesforce,2026-05-17,failed,492,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 205, ""error_code"": ""timeout""}"
374,8,132,Claygent,2026-05-17,failed,1630,"{""provider_category"": ""AI"", ""response_time_ms"": 1994, ""error_code"": ""mapping_error""}"
375,8,133,Claygent,2026-06-19,completed,353,"{""provider_category"": ""AI"", ""response_time_ms"": 1600, ""error_code"": null}"
376,8,133,Apollo,2026-06-19,completed,746,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1737, ""error_code"": null}"
377,8,133,Salesforce,2026-06-19,completed,709,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 507, ""error_code"": null}"
378,8,134,Apollo,2026-07-02,failed,828,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1876, ""error_code"": ""mapping_error""}"
379,8,134,Claygent,2026-07-02,failed,2319,"{""provider_category"": ""AI"", ""response_time_ms"": 2412, ""error_code"": ""rate_limit""}"
380,8,135,Waterfall,2026-05-17,completed,1245,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 535, ""error_code"": null}"
381,8,135,Claygent,2026-05-17,completed,1989,"{""provider_category"": ""AI"", ""response_time_ms"": 673, ""error_code"": null}"
382,8,135,Salesforce,2026-05-17,completed,1313,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1828, ""error_code"": null}"
383,8,135,HubSpot,2026-05-17,completed,1978,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2203, ""error_code"": null}"
384,8,136,Waterfall,2026-07-08,completed,446,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 551, ""error_code"": null}"
385,8,136,Apollo,2026-07-08,completed,1458,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2417, ""error_code"": null}"
386,8,136,LinkedIn Sales Navigator,2026-07-08,completed,1745,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1131, ""error_code"": null}"
387,8,136,Claygent,2026-07-08,completed,2317,"{""provider_category"": ""AI"", ""response_time_ms"": 449, ""error_code"": null}"
388,8,137,Claygent,2026-06-24,failed,734,"{""provider_category"": ""AI"", ""response_time_ms"": 1067, ""error_code"": ""timeout""}"
389,8,137,OpenAI,2026-06-24,failed,566,"{""provider_category"": ""AI"", ""response_time_ms"": 374, ""error_code"": ""rate_limit""}"
390,8,138,HubSpot,2026-05-12,completed,662,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 807, ""error_code"": null}"
391,8,138,Claygent,2026-05-12,completed,2370,"{""provider_category"": ""AI"", ""response_time_ms"": 610, ""error_code"": null}"
392,8,138,LinkedIn Sales Navigator,2026-05-12,completed,482,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 613, ""error_code"": null}"
393,8,138,OpenAI,2026-05-12,completed,1221,"{""provider_category"": ""AI"", ""response_time_ms"": 2393, ""error_code"": null}"
394,8,139,Apollo,2026-06-05,completed,1150,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1725, ""error_code"": null}"
395,8,139,Salesforce,2026-06-05,completed,132,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1583, ""error_code"": null}"
396,8,139,Waterfall,2026-06-05,completed,1291,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1473, ""error_code"": null}"
397,8,139,Claygent,2026-06-05,completed,1198,"{""provider_category"": ""AI"", ""response_time_ms"": 2213, ""error_code"": null}"
398,8,140,HubSpot,2026-05-16,completed,701,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 468, ""error_code"": null}"
399,8,140,LinkedIn Sales Navigator,2026-05-16,completed,1324,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2275, ""error_code"": null}"
400,8,140,Apollo,2026-05-16,completed,1702,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 755, ""error_code"": null}"
401,8,140,Claygent,2026-05-16,completed,2197,"{""provider_category"": ""AI"", ""response_time_ms"": 318, ""error_code"": null}"
402,8,141,Apollo,2026-04-24,completed,777,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2143, ""error_code"": null}"
403,8,141,OpenAI,2026-04-24,completed,2453,"{""provider_category"": ""AI"", ""response_time_ms"": 2458, ""error_code"": null}"
404,8,142,Salesforce,2026-05-20,failed,1152,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1877, ""error_code"": ""mapping_error""}"
405,8,142,Waterfall,2026-05-20,failed,132,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 236, ""error_code"": ""rate_limit""}"
406,8,143,Apollo,2026-07-02,completed,80,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2295, ""error_code"": null}"
407,8,143,Salesforce,2026-07-02,completed,1582,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2499, ""error_code"": null}"
408,8,143,LinkedIn Sales Navigator,2026-07-02,completed,2482,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1357, ""error_code"": null}"
409,8,143,OpenAI,2026-07-02,completed,1272,"{""provider_category"": ""AI"", ""response_time_ms"": 642, ""error_code"": null}"
410,8,144,Salesforce,2026-05-22,completed,1260,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1262, ""error_code"": null}"
411,8,144,Claygent,2026-05-22,completed,1764,"{""provider_category"": ""AI"", ""response_time_ms"": 1857, ""error_code"": null}"
412,9,145,Waterfall,2026-07-17,completed,2382,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2074, ""error_code"": null}"
413,9,145,HubSpot,2026-07-17,completed,636,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1495, ""error_code"": null}"
414,9,145,Claygent,2026-07-17,completed,788,"{""provider_category"": ""AI"", ""response_time_ms"": 531, ""error_code"": null}"
415,9,146,Salesforce,2026-05-19,completed,1620,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 219, ""error_code"": null}"
416,9,146,OpenAI,2026-05-19,completed,204,"{""provider_category"": ""AI"", ""response_time_ms"": 2386, ""error_code"": null}"
417,9,146,HubSpot,2026-05-19,completed,866,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1728, ""error_code"": null}"
418,9,146,LinkedIn Sales Navigator,2026-05-19,completed,107,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1519, ""error_code"": null}"
419,9,147,HubSpot,2026-07-22,completed,1241,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2067, ""error_code"": null}"
420,9,147,Claygent,2026-07-22,completed,2181,"{""provider_category"": ""AI"", ""response_time_ms"": 2346, ""error_code"": null}"
421,9,148,Salesforce,2026-05-14,failed,139,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2266, ""error_code"": ""timeout""}"
422,9,148,Waterfall,2026-05-14,failed,554,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1701, ""error_code"": ""mapping_error""}"
423,9,148,Claygent,2026-05-14,failed,203,"{""provider_category"": ""AI"", ""response_time_ms"": 1736, ""error_code"": ""mapping_error""}"
424,9,149,Claygent,2026-05-03,failed,891,"{""provider_category"": ""AI"", ""response_time_ms"": 238, ""error_code"": ""rate_limit""}"
425,9,149,LinkedIn Sales Navigator,2026-05-03,failed,1773,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 613, ""error_code"": ""mapping_error""}"
426,9,149,Apollo,2026-05-03,failed,2181,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1305, ""error_code"": ""mapping_error""}"
427,9,149,OpenAI,2026-05-03,failed,611,"{""provider_category"": ""AI"", ""response_time_ms"": 1915, ""error_code"": ""timeout""}"
428,9,150,Waterfall,2026-05-12,completed,900,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2168, ""error_code"": null}"
429,9,150,Claygent,2026-05-12,completed,1404,"{""provider_category"": ""AI"", ""response_time_ms"": 1160, ""error_code"": null}"
430,9,150,LinkedIn Sales Navigator,2026-05-12,completed,61,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 252, ""error_code"": null}"
431,9,151,Claygent,2026-07-09,completed,211,"{""provider_category"": ""AI"", ""response_time_ms"": 1390, ""error_code"": null}"
432,9,152,Apollo,2026-06-20,completed,799,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 666, ""error_code"": null}"
433,9,153,HubSpot,2026-05-31,completed,1518,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 318, ""error_code"": null}"
434,9,153,LinkedIn Sales Navigator,2026-05-31,completed,585,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2178, ""error_code"": null}"
435,9,153,OpenAI,2026-05-31,completed,2049,"{""provider_category"": ""AI"", ""response_time_ms"": 662, ""error_code"": null}"
436,9,153,Waterfall,2026-05-31,completed,1734,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2005, ""error_code"": null}"
437,9,153,Claygent,2026-05-31,completed,238,"{""provider_category"": ""AI"", ""response_time_ms"": 459, ""error_code"": null}"
438,9,154,Waterfall,2026-04-28,completed,692,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2270, ""error_code"": null}"
439,9,154,LinkedIn Sales Navigator,2026-04-28,completed,1972,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2230, ""error_code"": null}"
440,9,154,Salesforce,2026-04-28,completed,727,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 506, ""error_code"": null}"
441,9,154,Claygent,2026-04-28,completed,2063,"{""provider_category"": ""AI"", ""response_time_ms"": 1513, ""error_code"": null}"
442,9,155,Apollo,2026-05-03,completed,1738,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 346, ""error_code"": null}"
443,9,155,Claygent,2026-05-03,completed,2332,"{""provider_category"": ""AI"", ""response_time_ms"": 2449, ""error_code"": null}"
444,9,155,OpenAI,2026-05-03,completed,50,"{""provider_category"": ""AI"", ""response_time_ms"": 572, ""error_code"": null}"
445,9,155,Salesforce,2026-05-03,completed,1297,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2282, ""error_code"": null}"
446,9,156,Claygent,2026-07-21,failed,1245,"{""provider_category"": ""AI"", ""response_time_ms"": 2443, ""error_code"": ""mapping_error""}"
447,9,156,HubSpot,2026-07-21,failed,1581,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 635, ""error_code"": ""timeout""}"
448,9,156,Waterfall,2026-07-21,failed,722,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2216, ""error_code"": ""timeout""}"
449,9,156,Salesforce,2026-07-21,failed,1726,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 638, ""error_code"": ""rate_limit""}"
450,9,157,OpenAI,2026-05-12,completed,248,"{""provider_category"": ""AI"", ""response_time_ms"": 2466, ""error_code"": null}"
451,9,157,Claygent,2026-05-12,completed,1822,"{""provider_category"": ""AI"", ""response_time_ms"": 2178, ""error_code"": null}"
452,9,158,Apollo,2026-07-10,completed,2148,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1424, ""error_code"": null}"
453,9,158,HubSpot,2026-07-10,completed,2293,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1485, ""error_code"": null}"
454,9,158,OpenAI,2026-07-10,completed,2317,"{""provider_category"": ""AI"", ""response_time_ms"": 1090, ""error_code"": null}"
455,9,158,Waterfall,2026-07-10,completed,872,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1058, ""error_code"": null}"
456,9,158,Claygent,2026-07-10,completed,1240,"{""provider_category"": ""AI"", ""response_time_ms"": 1614, ""error_code"": null}"
457,9,159,Claygent,2026-07-19,completed,267,"{""provider_category"": ""AI"", ""response_time_ms"": 431, ""error_code"": null}"
458,9,160,Waterfall,2026-06-02,completed,1637,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1906, ""error_code"": null}"
459,9,160,LinkedIn Sales Navigator,2026-06-02,completed,1330,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2461, ""error_code"": null}"
460,9,160,Apollo,2026-06-02,completed,270,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 253, ""error_code"": null}"
461,9,160,Claygent,2026-06-02,completed,1079,"{""provider_category"": ""AI"", ""response_time_ms"": 1031, ""error_code"": null}"
462,9,161,OpenAI,2026-07-17,completed,1193,"{""provider_category"": ""AI"", ""response_time_ms"": 2479, ""error_code"": null}"
463,9,161,Claygent,2026-07-17,completed,1132,"{""provider_category"": ""AI"", ""response_time_ms"": 732, ""error_code"": null}"
464,9,162,LinkedIn Sales Navigator,2026-04-27,completed,2119,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 852, ""error_code"": null}"
465,9,162,Waterfall,2026-04-27,completed,1753,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2424, ""error_code"": null}"
466,9,162,Salesforce,2026-04-27,completed,2249,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1852, ""error_code"": null}"
467,9,162,Claygent,2026-04-27,completed,426,"{""provider_category"": ""AI"", ""response_time_ms"": 1631, ""error_code"": null}"
468,9,163,OpenAI,2026-06-08,completed,1208,"{""provider_category"": ""AI"", ""response_time_ms"": 301, ""error_code"": null}"
469,9,163,Claygent,2026-06-08,completed,2167,"{""provider_category"": ""AI"", ""response_time_ms"": 1735, ""error_code"": null}"
470,9,163,HubSpot,2026-06-08,completed,2156,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2283, ""error_code"": null}"
471,10,164,OpenAI,2026-04-26,completed,2240,"{""provider_category"": ""AI"", ""response_time_ms"": 224, ""error_code"": null}"
472,10,164,Apollo,2026-04-26,completed,309,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 386, ""error_code"": null}"
473,10,164,Claygent,2026-04-26,completed,347,"{""provider_category"": ""AI"", ""response_time_ms"": 1665, ""error_code"": null}"
474,10,164,HubSpot,2026-04-26,completed,2109,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 634, ""error_code"": null}"
475,10,165,HubSpot,2026-07-08,completed,1578,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 245, ""error_code"": null}"
476,10,165,LinkedIn Sales Navigator,2026-07-08,completed,2317,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2473, ""error_code"": null}"
477,10,165,Apollo,2026-07-08,completed,629,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 704, ""error_code"": null}"
478,10,165,Waterfall,2026-07-08,completed,221,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 220, ""error_code"": null}"
479,10,165,Claygent,2026-07-08,completed,2395,"{""provider_category"": ""AI"", ""response_time_ms"": 1814, ""error_code"": null}"
480,10,166,Claygent,2026-05-31,completed,2373,"{""provider_category"": ""AI"", ""response_time_ms"": 422, ""error_code"": null}"
481,10,166,Waterfall,2026-05-31,completed,2298,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2089, ""error_code"": null}"
482,10,167,Waterfall,2026-05-29,completed,1895,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1544, ""error_code"": null}"
483,10,167,Claygent,2026-05-29,completed,1302,"{""provider_category"": ""AI"", ""response_time_ms"": 824, ""error_code"": null}"
484,10,168,OpenAI,2026-06-01,completed,495,"{""provider_category"": ""AI"", ""response_time_ms"": 919, ""error_code"": null}"
485,10,168,HubSpot,2026-06-01,completed,385,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1349, ""error_code"": null}"
486,10,168,Apollo,2026-06-01,completed,623,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2406, ""error_code"": null}"
487,10,168,LinkedIn Sales Navigator,2026-06-01,completed,854,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1278, ""error_code"": null}"
488,10,169,OpenAI,2026-05-01,completed,1241,"{""provider_category"": ""AI"", ""response_time_ms"": 748, ""error_code"": null}"
489,10,169,Waterfall,2026-05-01,completed,1953,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2252, ""error_code"": null}"
490,10,169,LinkedIn Sales Navigator,2026-05-01,completed,2140,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 570, ""error_code"": null}"
491,10,170,Waterfall,2026-04-23,completed,999,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 457, ""error_code"": null}"
492,10,171,LinkedIn Sales Navigator,2026-04-27,completed,1600,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1696, ""error_code"": null}"
493,10,171,HubSpot,2026-04-27,completed,2457,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 518, ""error_code"": null}"
494,10,171,Salesforce,2026-04-27,completed,2166,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1230, ""error_code"": null}"
495,10,171,Claygent,2026-04-27,completed,1591,"{""provider_category"": ""AI"", ""response_time_ms"": 1112, ""error_code"": null}"
496,10,172,Waterfall,2026-06-05,failed,534,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1143, ""error_code"": ""rate_limit""}"
497,10,172,HubSpot,2026-06-05,failed,1402,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 664, ""error_code"": ""rate_limit""}"
498,10,172,Salesforce,2026-06-05,failed,2011,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2162, ""error_code"": ""timeout""}"
499,10,172,Claygent,2026-06-05,failed,2469,"{""provider_category"": ""AI"", ""response_time_ms"": 860, ""error_code"": ""mapping_error""}"
500,10,173,LinkedIn Sales Navigator,2026-04-27,completed,937,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2039, ""error_code"": null}"
501,10,173,HubSpot,2026-04-27,completed,1980,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2172, ""error_code"": null}"
502,10,173,Claygent,2026-04-27,completed,748,"{""provider_category"": ""AI"", ""response_time_ms"": 1098, ""error_code"": null}"
503,10,173,Apollo,2026-04-27,completed,1732,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 784, ""error_code"": null}"
504,10,174,LinkedIn Sales Navigator,2026-07-15,completed,662,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 594, ""error_code"": null}"
505,10,174,HubSpot,2026-07-15,completed,776,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2149, ""error_code"": null}"
506,11,175,Waterfall,2026-03-08,completed,1306,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1610, ""error_code"": null}"
507,11,175,Apollo,2026-03-08,completed,1680,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 765, ""error_code"": null}"
508,11,175,LinkedIn Sales Navigator,2026-03-08,completed,537,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1141, ""error_code"": null}"
509,11,175,OpenAI,2026-03-08,completed,1879,"{""provider_category"": ""AI"", ""response_time_ms"": 862, ""error_code"": null}"
510,11,175,Claygent,2026-03-08,completed,460,"{""provider_category"": ""AI"", ""response_time_ms"": 1078, ""error_code"": null}"
511,11,176,LinkedIn Sales Navigator,2026-04-14,completed,1568,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 527, ""error_code"": null}"
512,11,176,OpenAI,2026-04-14,completed,204,"{""provider_category"": ""AI"", ""response_time_ms"": 1774, ""error_code"": null}"
513,11,176,Claygent,2026-04-14,completed,1691,"{""provider_category"": ""AI"", ""response_time_ms"": 2334, ""error_code"": null}"
514,11,176,HubSpot,2026-04-14,completed,1223,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 435, ""error_code"": null}"
515,11,177,LinkedIn Sales Navigator,2026-03-31,completed,1523,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1179, ""error_code"": null}"
516,11,177,Waterfall,2026-03-31,completed,51,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 844, ""error_code"": null}"
517,11,178,Apollo,2026-03-20,completed,846,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2062, ""error_code"": null}"
518,11,178,HubSpot,2026-03-20,completed,1704,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 219, ""error_code"": null}"
519,11,178,Waterfall,2026-03-20,completed,1119,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 916, ""error_code"": null}"
520,11,179,OpenAI,2026-04-15,completed,1929,"{""provider_category"": ""AI"", ""response_time_ms"": 2087, ""error_code"": null}"
521,11,179,LinkedIn Sales Navigator,2026-04-15,completed,2453,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 312, ""error_code"": null}"
522,11,179,HubSpot,2026-04-15,completed,2024,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 676, ""error_code"": null}"
523,11,179,Waterfall,2026-04-15,completed,1106,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 476, ""error_code"": null}"
524,11,180,Apollo,2026-04-30,completed,1450,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 511, ""error_code"": null}"
525,11,180,Claygent,2026-04-30,completed,2321,"{""provider_category"": ""AI"", ""response_time_ms"": 931, ""error_code"": null}"
526,11,181,Waterfall,2026-03-02,completed,1508,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 838, ""error_code"": null}"
527,11,181,HubSpot,2026-03-02,completed,486,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 691, ""error_code"": null}"
528,11,181,Salesforce,2026-03-02,completed,371,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2217, ""error_code"": null}"
529,11,182,OpenAI,2026-02-08,completed,2203,"{""provider_category"": ""AI"", ""response_time_ms"": 1933, ""error_code"": null}"
530,11,182,Waterfall,2026-02-08,completed,2009,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2414, ""error_code"": null}"
531,11,182,LinkedIn Sales Navigator,2026-02-08,completed,183,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2258, ""error_code"": null}"
532,11,182,Claygent,2026-02-08,completed,1472,"{""provider_category"": ""AI"", ""response_time_ms"": 1812, ""error_code"": null}"
533,11,183,Apollo,2026-02-18,completed,1126,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1171, ""error_code"": null}"
534,11,183,LinkedIn Sales Navigator,2026-02-18,completed,1153,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2130, ""error_code"": null}"
535,11,183,HubSpot,2026-02-18,completed,1455,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1698, ""error_code"": null}"
536,11,183,Claygent,2026-02-18,completed,803,"{""provider_category"": ""AI"", ""response_time_ms"": 2242, ""error_code"": null}"
537,11,184,Salesforce,2026-05-03,completed,1015,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2474, ""error_code"": null}"
538,11,184,Claygent,2026-05-03,completed,1820,"{""provider_category"": ""AI"", ""response_time_ms"": 1760, ""error_code"": null}"
539,12,185,HubSpot,2026-04-11,completed,1334,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1497, ""error_code"": null}"
540,12,185,Claygent,2026-04-11,completed,1243,"{""provider_category"": ""AI"", ""response_time_ms"": 1295, ""error_code"": null}"
541,12,185,Salesforce,2026-04-11,completed,1669,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1311, ""error_code"": null}"
542,12,185,Waterfall,2026-04-11,completed,1872,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1687, ""error_code"": null}"
543,12,186,Waterfall,2026-04-06,completed,311,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2138, ""error_code"": null}"
544,12,186,OpenAI,2026-04-06,completed,2296,"{""provider_category"": ""AI"", ""response_time_ms"": 420, ""error_code"": null}"
545,12,186,Claygent,2026-04-06,completed,157,"{""provider_category"": ""AI"", ""response_time_ms"": 1826, ""error_code"": null}"
546,12,187,LinkedIn Sales Navigator,2026-03-18,completed,1511,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1532, ""error_code"": null}"
547,12,187,Waterfall,2026-03-18,completed,2000,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2113, ""error_code"": null}"
548,12,187,Claygent,2026-03-18,completed,2264,"{""provider_category"": ""AI"", ""response_time_ms"": 1315, ""error_code"": null}"
549,12,188,LinkedIn Sales Navigator,2026-05-13,completed,1738,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1264, ""error_code"": null}"
550,12,188,Waterfall,2026-05-13,completed,687,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1443, ""error_code"": null}"
551,12,188,Claygent,2026-05-13,completed,93,"{""provider_category"": ""AI"", ""response_time_ms"": 200, ""error_code"": null}"
552,12,188,OpenAI,2026-05-13,completed,2193,"{""provider_category"": ""AI"", ""response_time_ms"": 758, ""error_code"": null}"
553,12,189,Waterfall,2026-04-22,completed,1073,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 868, ""error_code"": null}"
554,12,189,OpenAI,2026-04-22,completed,1646,"{""provider_category"": ""AI"", ""response_time_ms"": 1749, ""error_code"": null}"
555,12,189,LinkedIn Sales Navigator,2026-04-22,completed,953,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1277, ""error_code"": null}"
556,12,189,Claygent,2026-04-22,completed,374,"{""provider_category"": ""AI"", ""response_time_ms"": 1929, ""error_code"": null}"
557,12,190,Salesforce,2026-05-02,completed,1904,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1314, ""error_code"": null}"
558,12,190,Claygent,2026-05-02,completed,2065,"{""provider_category"": ""AI"", ""response_time_ms"": 969, ""error_code"": null}"
559,12,191,Waterfall,2026-02-19,completed,939,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1600, ""error_code"": null}"
560,12,191,Claygent,2026-02-19,completed,1771,"{""provider_category"": ""AI"", ""response_time_ms"": 1476, ""error_code"": null}"
561,12,192,HubSpot,2026-05-13,completed,101,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 699, ""error_code"": null}"
562,12,192,Apollo,2026-05-13,completed,1069,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1776, ""error_code"": null}"
563,12,193,Salesforce,2026-02-17,completed,2183,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 700, ""error_code"": null}"
564,12,194,HubSpot,2026-03-23,completed,1671,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1195, ""error_code"": null}"
565,12,194,Apollo,2026-03-23,completed,86,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 372, ""error_code"": null}"
566,12,194,Claygent,2026-03-23,completed,2430,"{""provider_category"": ""AI"", ""response_time_ms"": 2146, ""error_code"": null}"
567,12,195,Salesforce,2026-04-01,completed,565,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2198, ""error_code"": null}"
568,12,195,Waterfall,2026-04-01,completed,1003,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1497, ""error_code"": null}"
569,12,195,LinkedIn Sales Navigator,2026-04-01,completed,2337,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1622, ""error_code"": null}"
570,12,196,Waterfall,2026-02-15,completed,1968,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 1327, ""error_code"": null}"
571,12,196,LinkedIn Sales Navigator,2026-02-15,completed,2321,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 856, ""error_code"": null}"
572,12,196,HubSpot,2026-02-15,completed,332,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2375, ""error_code"": null}"
573,12,196,Apollo,2026-02-15,completed,684,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2040, ""error_code"": null}"
574,12,196,Claygent,2026-02-15,completed,1261,"{""provider_category"": ""AI"", ""response_time_ms"": 1278, ""error_code"": null}"
575,12,197,Salesforce,2026-02-13,completed,1637,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 977, ""error_code"": null}"
576,12,198,Waterfall,2026-04-24,completed,2038,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 984, ""error_code"": null}"
577,12,198,Claygent,2026-04-24,completed,454,"{""provider_category"": ""AI"", ""response_time_ms"": 330, ""error_code"": null}"
578,12,199,Salesforce,2026-05-08,completed,377,"{""provider_category"": ""Data Provider"", ""response_time_ms"": 2117, ""error_code"": null}"
