workflow_run_id,customer_id,user_id,workflow_id,started_at,completed_at,run_status,run_metadata
281,19,83,wf_19_1,2026-06-10,2026-06-10 01:48:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 690}"
282,19,80,wf_19_2,2026-06-08,2026-06-08 01:50:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2929}"
283,19,86,wf_19_3,2026-05-12,2026-05-12 01:01:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1222}"
284,19,85,wf_19_4,2026-04-25,2026-04-25 01:42:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2725}"
285,19,86,wf_19_5,2026-05-25,2026-05-25 00:27:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 913}"
286,19,81,wf_19_6,2026-07-07,2026-07-07 00:38:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 157}"
287,19,80,wf_19_7,2026-05-16,2026-05-16 00:58:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1172}"
288,19,84,wf_19_8,2026-06-03,2026-06-03 00:35:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 121}"
289,19,80,wf_19_9,2026-06-16,2026-06-16 00:23:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2144}"
290,19,81,wf_19_10,2026-05-21,2026-05-21 00:28:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1887}"
291,19,81,wf_19_11,2026-07-04,2026-07-04 00:28:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2872}"
292,19,83,wf_19_12,2026-06-19,2026-06-19 01:51:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2533}"
293,19,83,wf_19_13,2026-05-03,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1267}"
294,19,83,wf_19_14,2026-05-17,2026-05-17 01:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2406}"
295,19,80,wf_19_15,2026-05-11,2026-05-11 01:08:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2017}"
296,20,88,wf_20_1,2026-05-11,2026-05-11 01:13:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 803}"
297,20,90,wf_20_2,2026-03-20,2026-03-20 00:31:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2664}"
298,20,93,wf_20_3,2026-04-28,2026-04-28 00:06:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2470}"
299,20,91,wf_20_4,2026-05-13,2026-05-13 01:34:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2022}"
300,20,94,wf_20_5,2026-06-02,2026-06-02 01:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1061}"
301,20,92,wf_20_6,2026-05-27,2026-05-27 00:33:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2381}"
302,20,89,wf_20_7,2026-05-20,2026-05-20 01:08:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1470}"
303,21,99,wf_21_1,2026-06-18,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1509}"
304,21,97,wf_21_2,2026-06-30,2026-06-30 01:15:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 214}"
305,21,102,wf_21_3,2026-05-11,2026-05-11 01:02:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1067}"
306,21,102,wf_21_4,2026-06-19,2026-06-19 01:58:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1612}"
307,21,101,wf_21_5,2026-07-06,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 595}"
308,21,98,wf_21_6,2026-05-02,2026-05-02 01:59:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2102}"
309,21,101,wf_21_7,2026-05-07,2026-05-07 01:47:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 1053}"
310,21,98,wf_21_8,2026-05-20,2026-05-20 01:24:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2158}"
311,21,100,wf_21_9,2026-07-10,2026-07-10 00:10:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 839}"
312,21,101,wf_21_10,2026-05-28,2026-05-28 01:43:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 341}"
313,22,104,wf_22_1,2026-02-23,2026-02-23 01:49:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 102}"
314,22,105,wf_22_2,2026-04-04,2026-04-04 01:58:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2998}"
315,22,105,wf_22_3,2026-04-14,2026-04-14 01:13:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2850}"
316,22,105,wf_22_4,2026-04-09,2026-04-09 00:29:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1005}"
317,22,103,wf_22_5,2026-03-03,2026-03-03 00:21:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 885}"
318,22,103,wf_22_6,2026-04-30,2026-04-30 01:42:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1820}"
319,22,103,wf_22_7,2026-04-06,2026-04-06 00:44:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1869}"
320,22,105,wf_22_8,2026-05-13,2026-05-13 01:01:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 450}"
321,22,104,wf_22_9,2026-03-02,2026-03-02 01:16:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2628}"
322,22,105,wf_22_10,2026-05-09,2026-05-09 00:29:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2528}"
323,22,105,wf_22_11,2026-05-17,2026-05-17 01:41:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 703}"
324,22,104,wf_22_12,2026-03-20,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2835}"
325,22,104,wf_22_13,2026-03-21,2026-03-21 00:56:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 402}"
326,22,103,wf_22_14,2026-03-17,2026-03-17 00:48:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 188}"
327,22,105,wf_22_15,2026-04-11,2026-04-11 01:29:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 367}"
328,22,105,wf_22_16,2026-03-30,2026-03-30 01:56:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 957}"
329,22,104,wf_22_17,2026-04-11,2026-04-11 01:12:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2480}"
330,22,104,wf_22_18,2026-03-27,2026-03-27 01:15:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2225}"
331,22,105,wf_22_19,2026-03-04,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1232}"
332,23,112,wf_23_1,2026-04-25,2026-04-25 01:51:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2908}"
333,23,113,wf_23_2,2026-03-21,2026-03-21 00:29:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 481}"
334,23,106,wf_23_3,2026-02-08,2026-02-08 01:03:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1438}"
335,23,108,wf_23_4,2026-04-28,2026-04-28 01:03:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 362}"
336,23,107,wf_23_5,2026-03-30,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2961}"
337,23,106,wf_23_6,2026-03-29,2026-03-29 00:26:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 209}"
338,23,108,wf_23_7,2026-02-10,2026-02-10 01:15:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1243}"
339,23,107,wf_23_8,2026-04-27,2026-04-27 01:13:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2927}"
340,23,108,wf_23_9,2026-02-28,2026-02-28 01:57:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1802}"
341,23,111,wf_23_10,2026-04-25,2026-04-25 01:49:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 375}"
342,23,111,wf_23_11,2026-03-12,2026-03-12 01:53:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2592}"
343,23,111,wf_23_12,2026-03-03,2026-03-03 01:24:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1314}"
344,23,106,wf_23_13,2026-04-07,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1456}"
345,23,107,wf_23_14,2026-04-21,2026-04-21 00:05:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 313}"
346,23,110,wf_23_15,2026-03-10,2026-03-10 00:41:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 427}"
347,23,113,wf_23_16,2026-02-22,2026-02-22 00:37:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1636}"
348,23,112,wf_23_17,2026-03-11,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 609}"
349,23,113,wf_23_18,2026-04-30,2026-04-30 01:30:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1141}"
350,24,120,wf_24_1,2026-06-11,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 426}"
351,24,114,wf_24_2,2026-07-10,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2239}"
352,24,120,wf_24_3,2026-05-28,2026-05-28 01:48:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 668}"
353,24,115,wf_24_4,2026-04-21,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1739}"
354,24,118,wf_24_5,2026-05-10,2026-05-10 01:36:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 623}"
355,24,119,wf_24_6,2026-05-21,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2825}"
356,24,118,wf_24_7,2026-06-30,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 621}"
357,25,124,wf_25_1,2026-02-10,2026-02-10 01:15:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1703}"
358,25,121,wf_25_2,2026-03-05,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1642}"
359,25,122,wf_25_3,2026-04-24,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 586}"
360,26,125,wf_26_1,2026-04-13,2026-04-13 00:21:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 243}"
361,26,125,wf_26_2,2026-06-12,2026-06-12 00:31:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 870}"
362,26,125,wf_26_3,2026-07-03,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2678}"
363,26,125,wf_26_4,2026-04-16,2026-04-16 00:47:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 699}"
364,26,125,wf_26_5,2026-06-14,2026-06-14 00:49:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 296}"
365,26,125,wf_26_6,2026-06-03,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1852}"
366,26,125,wf_26_7,2026-06-12,2026-06-12 01:38:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 156}"
367,27,129,wf_27_1,2026-01-17,2026-01-17 01:07:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1719}"
368,27,126,wf_27_2,2026-01-19,2026-01-19 00:55:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2828}"
369,27,131,wf_27_3,2026-01-03,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2545}"
370,27,128,wf_27_4,2026-02-25,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2521}"
371,27,129,wf_27_5,2026-03-10,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1845}"
372,27,131,wf_27_6,2026-01-08,2026-01-08 00:28:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1268}"
373,27,129,wf_27_7,2026-03-10,2026-03-10 01:22:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 457}"
374,28,139,wf_28_1,2026-01-28,2026-01-28 01:13:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 440}"
375,28,135,wf_28_2,2026-01-04,2026-01-04 01:13:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2778}"
376,28,138,wf_28_3,2026-01-26,2026-01-26 01:17:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1370}"
377,28,134,wf_28_4,2026-02-19,2026-02-19 00:54:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1117}"
378,28,138,wf_28_5,2026-03-15,2026-03-15 01:59:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2061}"
379,28,136,wf_28_6,2026-01-30,2026-01-30 00:08:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2784}"
380,28,139,wf_28_7,2026-01-07,2026-01-07 01:22:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2882}"
381,28,141,wf_28_8,2026-03-26,2026-03-26 00:23:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 375}"
382,28,141,wf_28_9,2026-02-24,2026-02-24 01:15:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1675}"
383,29,142,wf_29_1,2026-04-20,2026-04-20 00:51:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2431}"
384,30,148,wf_30_1,2026-02-25,2026-02-25 00:39:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2409}"
385,30,144,wf_30_2,2026-03-09,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 197}"
386,30,149,wf_30_3,2026-02-15,2026-02-15 01:09:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1932}"
387,30,145,wf_30_4,2026-02-07,2026-02-07 01:03:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1247}"
388,30,147,wf_30_5,2026-03-18,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2199}"
389,30,144,wf_30_6,2026-02-02,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 531}"
390,31,155,wf_31_1,2026-04-29,2026-04-29 01:56:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 853}"
391,31,151,wf_31_2,2026-03-04,2026-03-04 01:16:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2835}"
392,31,150,wf_31_3,2026-05-23,2026-05-23 01:02:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 995}"
393,31,155,wf_31_4,2026-05-06,2026-05-06 01:49:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1795}"
394,31,156,wf_31_5,2026-04-27,2026-04-27 01:26:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 458}"
395,31,155,wf_31_6,2026-05-23,2026-05-23 01:01:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1822}"
396,31,155,wf_31_7,2026-04-11,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 117}"
397,31,154,wf_31_8,2026-04-02,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 311}"
398,31,156,wf_31_9,2026-03-19,2026-03-19 01:09:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2669}"
399,31,155,wf_31_10,2026-03-06,2026-03-06 01:40:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 864}"
400,31,154,wf_31_11,2026-05-16,2026-05-16 01:55:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 538}"
401,31,151,wf_31_12,2026-04-24,2026-04-24 00:14:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1637}"
402,31,155,wf_31_13,2026-05-18,2026-05-18 01:14:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 598}"
403,31,152,wf_31_14,2026-04-07,2026-04-07 01:06:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2013}"
404,31,153,wf_31_15,2026-04-12,2026-04-12 01:24:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2423}"
405,31,152,wf_31_16,2026-04-03,2026-04-03 00:14:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1387}"
406,31,154,wf_31_17,2026-05-13,2026-05-13 00:40:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2894}"
407,31,151,wf_31_18,2026-03-24,2026-03-24 01:21:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1267}"
408,31,155,wf_31_19,2026-03-05,2026-03-05 00:13:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1225}"
409,31,151,wf_31_20,2026-03-20,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 460}"
410,31,154,wf_31_21,2026-04-06,2026-04-06 01:34:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 591}"
411,31,155,wf_31_22,2026-04-03,2026-04-03 01:29:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 407}"
412,31,151,wf_31_23,2026-05-25,2026-05-25 00:24:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1589}"
413,31,151,wf_31_24,2026-03-17,2026-03-17 00:35:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 217}"
414,31,155,wf_31_25,2026-04-06,2026-04-06 00:52:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 894}"
415,31,154,wf_31_26,2026-03-11,2026-03-11 01:13:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1705}"
416,31,151,wf_31_27,2026-05-21,2026-05-21 01:06:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2891}"
417,31,154,wf_31_28,2026-03-04,2026-03-04 01:21:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2100}"
418,31,153,wf_31_29,2026-03-15,2026-03-15 00:17:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1536}"
419,31,156,wf_31_30,2026-05-23,2026-05-23 00:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2800}"
420,31,152,wf_31_31,2026-04-22,2026-04-22 01:20:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 268}"
421,31,154,wf_31_32,2026-05-05,2026-05-05 01:32:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2655}"
422,31,152,wf_31_33,2026-04-17,2026-04-17 01:29:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1534}"
423,31,153,wf_31_34,2026-05-02,2026-05-02 00:50:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 501}"
424,31,150,wf_31_35,2026-05-11,2026-05-11 00:28:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2256}"
425,31,154,wf_31_36,2026-05-16,2026-05-16 01:10:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 319}"
426,31,152,wf_31_37,2026-04-06,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1290}"
427,31,156,wf_31_38,2026-03-22,2026-03-22 00:43:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2654}"
428,31,153,wf_31_39,2026-04-22,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 853}"
429,31,154,wf_31_40,2026-05-02,2026-05-02 01:06:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1604}"
430,32,160,wf_32_1,2026-01-11,2026-01-11 01:52:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2459}"
431,32,160,wf_32_2,2026-01-23,2026-01-23 00:34:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1425}"
432,32,161,wf_32_3,2026-02-20,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 901}"
433,32,159,wf_32_4,2026-02-24,2026-02-24 01:17:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2894}"
434,32,157,wf_32_5,2026-01-11,2026-01-11 01:01:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 620}"
435,32,157,wf_32_6,2026-01-11,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2220}"
436,32,161,wf_32_7,2026-01-10,2026-01-10 00:35:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1516}"
437,32,160,wf_32_8,2026-03-07,2026-03-07 01:09:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1342}"
438,32,158,wf_32_9,2026-02-17,2026-02-17 00:29:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 476}"
439,32,162,wf_32_10,2026-02-08,2026-02-08 00:10:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1297}"
440,32,161,wf_32_11,2026-01-31,2026-01-31 01:01:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2777}"
441,32,159,wf_32_12,2026-01-20,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 602}"
442,33,167,wf_33_1,2026-02-24,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1836}"
443,33,165,wf_33_2,2026-01-10,2026-01-10 01:23:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 609}"
444,33,165,wf_33_3,2026-02-15,2026-02-15 00:13:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2127}"
445,33,165,wf_33_4,2026-03-17,2026-03-17 01:36:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2878}"
