crm_event_id,customer_id,event_date,crm_event_type,opportunity_id,pipeline_amount,closed_won_amount,crm_metadata
213,66,2026-04-04,meeting_booked,opp_66_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
214,66,2026-04-05,meeting_booked,opp_66_4,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
215,67,2026-05-10,closed_won,opp_67_1,351450,41753,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
216,67,2026-04-16,closed_won,opp_67_2,351450,41753,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
217,67,2026-06-11,meeting_booked,opp_67_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
218,68,2026-04-15,meeting_booked,opp_68_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
219,68,2026-04-22,closed_won,opp_68_2,59682,12248,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
220,68,2026-03-14,meeting_booked,opp_68_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
221,68,2026-02-24,meeting_booked,opp_68_4,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
222,68,2026-03-26,closed_won,opp_68_5,59682,12248,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
223,69,2026-03-18,closed_won,opp_69_1,108720,11861,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
224,70,2026-04-27,closed_won,opp_70_1,2240662,488155,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
225,70,2026-05-10,opportunity_created,opp_70_2,2240662,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
226,71,2026-06-09,meeting_booked,opp_71_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
227,71,2026-05-09,closed_won,opp_71_2,875046,96068,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
228,71,2026-07-15,opportunity_created,opp_71_3,875046,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
229,71,2026-07-22,closed_won,opp_71_4,875046,96068,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
230,71,2026-07-18,closed_won,opp_71_5,875046,96068,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
231,72,2026-05-04,closed_won,opp_72_1,32250,2226,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
232,72,2026-06-05,meeting_booked,opp_72_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
233,72,2026-04-17,meeting_booked,opp_72_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
234,73,2026-03-29,meeting_booked,opp_73_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
235,74,2026-03-22,opportunity_created,opp_74_1,39356,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
236,74,2026-03-31,meeting_booked,opp_74_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
237,74,2026-05-02,closed_won,opp_74_3,39356,2224,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
238,74,2026-03-26,opportunity_created,opp_74_4,39356,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
239,74,2026-05-23,opportunity_created,opp_74_5,39356,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
240,75,2026-05-01,closed_won,opp_75_1,510302,111427,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
241,75,2026-05-19,closed_won,opp_75_2,510302,111427,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
242,75,2026-04-19,closed_won,opp_75_3,510302,111427,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
243,75,2026-06-25,closed_won,opp_75_4,510302,111427,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
244,75,2026-04-21,opportunity_created,opp_75_5,510302,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
245,76,2026-03-25,closed_won,opp_76_1,19721,4776,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
246,77,2026-07-14,closed_won,opp_77_1,211700,38509,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
247,77,2026-06-18,closed_won,opp_77_2,211700,38509,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
248,77,2026-05-31,meeting_booked,opp_77_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
249,78,2026-05-05,closed_won,opp_78_1,451592,94928,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
250,78,2026-06-28,closed_won,opp_78_2,451592,94928,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
251,79,2026-05-11,closed_won,opp_79_1,5866,330,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
252,79,2026-04-08,opportunity_created,opp_79_2,5866,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
253,79,2026-06-05,closed_won,opp_79_3,5866,330,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
254,79,2026-05-12,meeting_booked,opp_79_4,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
255,80,2026-06-13,closed_won,opp_80_1,361584,53898,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
256,80,2026-05-21,closed_won,opp_80_2,361584,53898,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
257,81,2026-05-10,opportunity_created,opp_81_1,76855,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
258,81,2026-03-17,meeting_booked,opp_81_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
259,81,2026-03-13,opportunity_created,opp_81_3,76855,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
260,81,2026-03-13,opportunity_created,opp_81_4,76855,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
261,81,2026-03-13,closed_won,opp_81_5,76855,8728,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
262,82,2026-06-21,closed_won,opp_82_1,261446,61225,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
263,82,2026-06-17,opportunity_created,opp_82_2,261446,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
264,82,2026-06-04,opportunity_created,opp_82_3,261446,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
265,83,2026-06-26,closed_won,opp_83_1,311866,21306,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
266,84,2026-05-09,closed_won,opp_84_1,179936,23419,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
267,85,2026-06-13,opportunity_created,opp_85_1,29085,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
268,85,2026-07-03,meeting_booked,opp_85_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
269,85,2026-05-04,closed_won,opp_85_3,29085,3822,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
270,86,2026-03-24,closed_won,opp_86_1,781207,193241,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
271,86,2026-03-28,meeting_booked,opp_86_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
272,87,2026-08-03,opportunity_created,opp_87_1,131748,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
273,87,2026-05-28,opportunity_created,opp_87_2,131748,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
274,87,2026-06-10,opportunity_created,opp_87_3,131748,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
275,87,2026-07-17,opportunity_created,opp_87_4,131748,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
276,87,2026-05-22,opportunity_created,opp_87_5,131748,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
277,88,2026-07-17,opportunity_created,opp_88_1,118705,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
278,88,2026-07-18,opportunity_created,opp_88_2,118705,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
279,88,2026-06-04,meeting_booked,opp_88_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
280,88,2026-06-26,opportunity_created,opp_88_4,118705,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
281,88,2026-07-08,opportunity_created,opp_88_5,118705,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
282,89,2026-04-29,opportunity_created,opp_89_1,1989864,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
283,89,2026-06-07,closed_won,opp_89_2,1989864,408440,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
284,90,2026-03-30,closed_won,opp_90_1,386570,71486,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
285,90,2026-03-15,meeting_booked,opp_90_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
286,90,2026-04-10,closed_won,opp_90_3,386570,71486,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
287,91,2026-07-11,opportunity_created,opp_91_1,10046,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
288,91,2026-07-08,opportunity_created,opp_91_2,10046,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
289,91,2026-07-02,meeting_booked,opp_91_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
290,91,2026-04-29,meeting_booked,opp_91_4,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
291,91,2026-05-30,meeting_booked,opp_91_5,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
292,92,2026-04-08,closed_won,opp_92_1,5601702,791971,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
293,93,2026-03-02,closed_won,opp_93_1,3740368,252283,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
294,93,2026-03-23,meeting_booked,opp_93_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
295,94,2026-02-02,meeting_booked,opp_94_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
296,94,2026-02-15,opportunity_created,opp_94_2,555305,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
297,95,2026-04-17,opportunity_created,opp_95_1,516113,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
298,95,2026-02-02,meeting_booked,opp_95_2,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
299,95,2026-03-12,closed_won,opp_95_3,516113,126808,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
300,95,2026-02-02,closed_won,opp_95_4,516113,126808,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
301,96,2026-05-29,meeting_booked,opp_96_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
302,96,2026-04-09,opportunity_created,opp_96_2,527650,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
303,98,2026-05-04,closed_won,opp_98_1,1806000,93118,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
304,99,2026-03-27,closed_won,opp_99_1,2786724,673932,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
305,99,2026-05-23,closed_won,opp_99_2,2786724,673932,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
306,99,2026-03-16,meeting_booked,opp_99_3,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
307,100,2026-04-14,meeting_booked,opp_100_1,0,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""HubSpot""}"
308,100,2026-04-07,opportunity_created,opp_100_2,25568,0,"{""source"": ""synthetic_crm_export"", ""crm"": ""Salesforce""}"
