usage_transaction_id,customer_id,event_timestamp,usage_type,usage_category,units_consumed,related_event_id,usage_metadata
864,32,2026-02-20,data_credit,ai_research,25,2014,"{""workflow_run_id"": 432, ""source"": ""data_provider_or_ai""}"
865,32,2026-02-24,action,lead_enrichment,2633,2019,"{""workflow_run_id"": 433, ""source"": ""workflow_execution""}"
866,32,2026-02-24,data_credit,enrichment,592,2019,"{""workflow_run_id"": 433, ""source"": ""data_provider_or_ai""}"
867,32,2026-01-11,action,waterfall_enrichment,1699,2024,"{""workflow_run_id"": 434, ""source"": ""workflow_execution""}"
868,32,2026-01-11,data_credit,ai_research,740,2024,"{""workflow_run_id"": 434, ""source"": ""data_provider_or_ai""}"
869,32,2026-01-11,action,crm_sync,1450,2027,"{""workflow_run_id"": 435, ""source"": ""workflow_execution""}"
870,32,2026-01-11,data_credit,waterfall,795,2027,"{""workflow_run_id"": 435, ""source"": ""data_provider_or_ai""}"
871,32,2026-01-10,action,personalized_outbound,270,2032,"{""workflow_run_id"": 436, ""source"": ""workflow_execution""}"
872,32,2026-01-10,data_credit,enrichment,126,2032,"{""workflow_run_id"": 436, ""source"": ""data_provider_or_ai""}"
873,32,2026-03-07,action,crm_sync,583,2037,"{""workflow_run_id"": 437, ""source"": ""workflow_execution""}"
874,32,2026-03-07,data_credit,ai_research,650,2037,"{""workflow_run_id"": 437, ""source"": ""data_provider_or_ai""}"
875,32,2026-02-17,action,lead_enrichment,619,2042,"{""workflow_run_id"": 438, ""source"": ""workflow_execution""}"
876,32,2026-02-17,data_credit,enrichment,469,2042,"{""workflow_run_id"": 438, ""source"": ""data_provider_or_ai""}"
877,32,2026-02-08,action,personalized_outbound,2988,2047,"{""workflow_run_id"": 439, ""source"": ""workflow_execution""}"
878,32,2026-02-08,data_credit,ai_research,772,2047,"{""workflow_run_id"": 439, ""source"": ""data_provider_or_ai""}"
879,32,2026-01-31,action,crm_sync,1245,2052,"{""workflow_run_id"": 440, ""source"": ""workflow_execution""}"
880,32,2026-01-31,data_credit,enrichment,100,2052,"{""workflow_run_id"": 440, ""source"": ""data_provider_or_ai""}"
881,32,2026-01-20,action,ai_account_research,2143,2055,"{""workflow_run_id"": 441, ""source"": ""workflow_execution""}"
882,32,2026-01-20,data_credit,ai_research,54,2055,"{""workflow_run_id"": 441, ""source"": ""data_provider_or_ai""}"
883,33,2026-02-24,action,crm_sync,1482,2058,"{""workflow_run_id"": 442, ""source"": ""workflow_execution""}"
884,33,2026-02-24,data_credit,ai_research,604,2058,"{""workflow_run_id"": 442, ""source"": ""data_provider_or_ai""}"
885,33,2026-01-10,action,crm_sync,1232,2063,"{""workflow_run_id"": 443, ""source"": ""workflow_execution""}"
886,33,2026-01-10,data_credit,waterfall,644,2063,"{""workflow_run_id"": 443, ""source"": ""data_provider_or_ai""}"
887,33,2026-02-15,action,crm_sync,2475,2068,"{""workflow_run_id"": 444, ""source"": ""workflow_execution""}"
888,33,2026-02-15,data_credit,enrichment,344,2068,"{""workflow_run_id"": 444, ""source"": ""data_provider_or_ai""}"
889,33,2026-03-17,action,crm_sync,2889,2073,"{""workflow_run_id"": 445, ""source"": ""workflow_execution""}"
890,33,2026-03-17,data_credit,enrichment,445,2073,"{""workflow_run_id"": 445, ""source"": ""data_provider_or_ai""}"
891,33,2026-03-29,action,ai_account_research,1651,2076,"{""workflow_run_id"": 446, ""source"": ""workflow_execution""}"
892,33,2026-03-29,data_credit,enrichment,616,2076,"{""workflow_run_id"": 446, ""source"": ""data_provider_or_ai""}"
893,33,2026-03-31,action,lead_enrichment,2800,2081,"{""workflow_run_id"": 447, ""source"": ""workflow_execution""}"
894,33,2026-03-31,data_credit,waterfall,557,2081,"{""workflow_run_id"": 447, ""source"": ""data_provider_or_ai""}"
895,33,2026-03-03,action,personalized_outbound,2395,2086,"{""workflow_run_id"": 448, ""source"": ""workflow_execution""}"
896,33,2026-03-03,data_credit,enrichment,537,2086,"{""workflow_run_id"": 448, ""source"": ""data_provider_or_ai""}"
897,33,2026-02-21,action,ai_account_research,1773,2091,"{""workflow_run_id"": 449, ""source"": ""workflow_execution""}"
898,33,2026-02-21,data_credit,waterfall,451,2091,"{""workflow_run_id"": 449, ""source"": ""data_provider_or_ai""}"
899,33,2026-01-24,action,ai_account_research,1551,2096,"{""workflow_run_id"": 450, ""source"": ""workflow_execution""}"
900,33,2026-01-24,data_credit,ai_research,150,2096,"{""workflow_run_id"": 450, ""source"": ""data_provider_or_ai""}"
901,33,2026-04-05,action,crm_sync,2683,2101,"{""workflow_run_id"": 451, ""source"": ""workflow_execution""}"
902,33,2026-04-05,data_credit,waterfall,480,2101,"{""workflow_run_id"": 451, ""source"": ""data_provider_or_ai""}"
903,33,2026-03-02,action,ai_account_research,1497,2104,"{""workflow_run_id"": 452, ""source"": ""workflow_execution""}"
904,33,2026-03-02,data_credit,waterfall,69,2104,"{""workflow_run_id"": 452, ""source"": ""data_provider_or_ai""}"
905,33,2026-03-13,action,personalized_outbound,1279,2109,"{""workflow_run_id"": 453, ""source"": ""workflow_execution""}"
906,33,2026-03-13,data_credit,ai_research,300,2109,"{""workflow_run_id"": 453, ""source"": ""data_provider_or_ai""}"
907,33,2026-03-03,action,crm_sync,2100,2112,"{""workflow_run_id"": 454, ""source"": ""workflow_execution""}"
908,33,2026-03-03,data_credit,ai_research,46,2112,"{""workflow_run_id"": 454, ""source"": ""data_provider_or_ai""}"
909,33,2026-02-01,action,personalized_outbound,2120,2115,"{""workflow_run_id"": 455, ""source"": ""workflow_execution""}"
910,33,2026-02-01,data_credit,enrichment,289,2115,"{""workflow_run_id"": 455, ""source"": ""data_provider_or_ai""}"
911,34,2026-05-24,action,waterfall_enrichment,1812,2120,"{""workflow_run_id"": 456, ""source"": ""workflow_execution""}"
912,34,2026-05-24,data_credit,ai_research,724,2120,"{""workflow_run_id"": 456, ""source"": ""data_provider_or_ai""}"
913,34,2026-06-09,action,ai_account_research,1310,2125,"{""workflow_run_id"": 457, ""source"": ""workflow_execution""}"
914,34,2026-06-09,data_credit,enrichment,118,2125,"{""workflow_run_id"": 457, ""source"": ""data_provider_or_ai""}"
915,34,2026-04-06,action,crm_sync,2954,2128,"{""workflow_run_id"": 458, ""source"": ""workflow_execution""}"
916,34,2026-04-06,data_credit,waterfall,427,2128,"{""workflow_run_id"": 458, ""source"": ""data_provider_or_ai""}"
917,34,2026-04-08,action,waterfall_enrichment,2088,2131,"{""workflow_run_id"": 459, ""source"": ""workflow_execution""}"
918,34,2026-04-08,data_credit,enrichment,765,2131,"{""workflow_run_id"": 459, ""source"": ""data_provider_or_ai""}"
919,34,2026-05-05,action,crm_sync,2986,2134,"{""workflow_run_id"": 460, ""source"": ""workflow_execution""}"
920,34,2026-05-05,data_credit,ai_research,361,2134,"{""workflow_run_id"": 460, ""source"": ""data_provider_or_ai""}"
921,34,2026-06-01,action,personalized_outbound,1118,2139,"{""workflow_run_id"": 461, ""source"": ""workflow_execution""}"
922,34,2026-06-01,data_credit,enrichment,33,2139,"{""workflow_run_id"": 461, ""source"": ""data_provider_or_ai""}"
923,34,2026-03-25,action,lead_enrichment,402,2142,"{""workflow_run_id"": 462, ""source"": ""workflow_execution""}"
924,34,2026-03-25,data_credit,waterfall,536,2142,"{""workflow_run_id"": 462, ""source"": ""data_provider_or_ai""}"
925,34,2026-05-15,action,personalized_outbound,1182,2147,"{""workflow_run_id"": 463, ""source"": ""workflow_execution""}"
926,34,2026-05-15,data_credit,waterfall,691,2147,"{""workflow_run_id"": 463, ""source"": ""data_provider_or_ai""}"
927,35,2026-03-09,action,crm_sync,621,2152,"{""workflow_run_id"": 464, ""source"": ""workflow_execution""}"
928,35,2026-03-09,data_credit,enrichment,795,2152,"{""workflow_run_id"": 464, ""source"": ""data_provider_or_ai""}"
929,35,2026-01-25,action,ai_account_research,1305,2157,"{""workflow_run_id"": 465, ""source"": ""workflow_execution""}"
930,35,2026-01-25,data_credit,waterfall,757,2157,"{""workflow_run_id"": 465, ""source"": ""data_provider_or_ai""}"
931,35,2026-02-08,action,crm_sync,140,2162,"{""workflow_run_id"": 466, ""source"": ""workflow_execution""}"
932,35,2026-02-08,data_credit,ai_research,345,2162,"{""workflow_run_id"": 466, ""source"": ""data_provider_or_ai""}"
933,35,2026-01-27,action,lead_enrichment,1604,2167,"{""workflow_run_id"": 467, ""source"": ""workflow_execution""}"
934,35,2026-01-27,data_credit,ai_research,659,2167,"{""workflow_run_id"": 467, ""source"": ""data_provider_or_ai""}"
935,35,2026-02-06,action,ai_account_research,2622,2172,"{""workflow_run_id"": 468, ""source"": ""workflow_execution""}"
936,35,2026-02-06,data_credit,ai_research,704,2172,"{""workflow_run_id"": 468, ""source"": ""data_provider_or_ai""}"
937,35,2026-01-31,action,ai_account_research,580,2177,"{""workflow_run_id"": 469, ""source"": ""workflow_execution""}"
938,35,2026-01-31,data_credit,waterfall,266,2177,"{""workflow_run_id"": 469, ""source"": ""data_provider_or_ai""}"
939,36,2026-04-20,action,personalized_outbound,2028,2182,"{""workflow_run_id"": 470, ""source"": ""workflow_execution""}"
940,36,2026-04-20,data_credit,waterfall,642,2182,"{""workflow_run_id"": 470, ""source"": ""data_provider_or_ai""}"
941,36,2026-05-02,action,personalized_outbound,2328,2187,"{""workflow_run_id"": 471, ""source"": ""workflow_execution""}"
942,36,2026-05-02,data_credit,enrichment,304,2187,"{""workflow_run_id"": 471, ""source"": ""data_provider_or_ai""}"
943,36,2026-05-27,action,crm_sync,2592,2192,"{""workflow_run_id"": 472, ""source"": ""workflow_execution""}"
944,36,2026-05-27,data_credit,waterfall,223,2192,"{""workflow_run_id"": 472, ""source"": ""data_provider_or_ai""}"
945,36,2026-05-08,action,lead_enrichment,470,2197,"{""workflow_run_id"": 473, ""source"": ""workflow_execution""}"
946,36,2026-05-08,data_credit,waterfall,206,2197,"{""workflow_run_id"": 473, ""source"": ""data_provider_or_ai""}"
947,36,2026-03-16,action,lead_enrichment,1653,2202,"{""workflow_run_id"": 474, ""source"": ""workflow_execution""}"
948,36,2026-03-16,data_credit,ai_research,742,2202,"{""workflow_run_id"": 474, ""source"": ""data_provider_or_ai""}"
949,36,2026-03-27,action,crm_sync,2429,2207,"{""workflow_run_id"": 475, ""source"": ""workflow_execution""}"
950,36,2026-03-27,data_credit,waterfall,235,2207,"{""workflow_run_id"": 475, ""source"": ""data_provider_or_ai""}"
951,36,2026-04-29,action,crm_sync,2046,2212,"{""workflow_run_id"": 476, ""source"": ""workflow_execution""}"
952,36,2026-04-29,data_credit,ai_research,163,2212,"{""workflow_run_id"": 476, ""source"": ""data_provider_or_ai""}"
953,36,2026-05-19,action,waterfall_enrichment,2339,2217,"{""workflow_run_id"": 477, ""source"": ""workflow_execution""}"
954,36,2026-05-19,data_credit,enrichment,210,2217,"{""workflow_run_id"": 477, ""source"": ""data_provider_or_ai""}"
955,36,2026-04-30,action,personalized_outbound,2529,2222,"{""workflow_run_id"": 478, ""source"": ""workflow_execution""}"
956,36,2026-04-30,data_credit,enrichment,49,2222,"{""workflow_run_id"": 478, ""source"": ""data_provider_or_ai""}"
957,36,2026-05-09,action,personalized_outbound,804,2225,"{""workflow_run_id"": 479, ""source"": ""workflow_execution""}"
958,36,2026-05-09,data_credit,ai_research,328,2225,"{""workflow_run_id"": 479, ""source"": ""data_provider_or_ai""}"
959,36,2026-03-15,action,ai_account_research,626,2230,"{""workflow_run_id"": 480, ""source"": ""workflow_execution""}"
960,36,2026-03-15,data_credit,enrichment,345,2230,"{""workflow_run_id"": 480, ""source"": ""data_provider_or_ai""}"
961,36,2026-04-25,action,crm_sync,1611,2235,"{""workflow_run_id"": 481, ""source"": ""workflow_execution""}"
962,36,2026-04-25,data_credit,ai_research,390,2235,"{""workflow_run_id"": 481, ""source"": ""data_provider_or_ai""}"
963,36,2026-05-08,action,personalized_outbound,1684,2240,"{""workflow_run_id"": 482, ""source"": ""workflow_execution""}"
964,36,2026-05-08,data_credit,ai_research,711,2240,"{""workflow_run_id"": 482, ""source"": ""data_provider_or_ai""}"
965,37,2026-03-12,action,ai_account_research,1253,2245,"{""workflow_run_id"": 483, ""source"": ""workflow_execution""}"
966,37,2026-03-12,data_credit,enrichment,60,2245,"{""workflow_run_id"": 483, ""source"": ""data_provider_or_ai""}"
967,37,2026-03-06,action,personalized_outbound,2276,2250,"{""workflow_run_id"": 484, ""source"": ""workflow_execution""}"
968,37,2026-03-06,data_credit,ai_research,776,2250,"{""workflow_run_id"": 484, ""source"": ""data_provider_or_ai""}"
969,37,2026-02-03,action,lead_enrichment,1437,2255,"{""workflow_run_id"": 485, ""source"": ""workflow_execution""}"
970,37,2026-02-03,data_credit,enrichment,401,2255,"{""workflow_run_id"": 485, ""source"": ""data_provider_or_ai""}"
971,37,2026-01-21,action,lead_enrichment,576,2258,"{""workflow_run_id"": 486, ""source"": ""workflow_execution""}"
972,37,2026-01-21,data_credit,waterfall,216,2258,"{""workflow_run_id"": 486, ""source"": ""data_provider_or_ai""}"
973,37,2026-02-05,action,personalized_outbound,1797,2261,"{""workflow_run_id"": 487, ""source"": ""workflow_execution""}"
974,37,2026-02-05,data_credit,enrichment,692,2261,"{""workflow_run_id"": 487, ""source"": ""data_provider_or_ai""}"
975,37,2026-02-07,action,crm_sync,2538,2264,"{""workflow_run_id"": 488, ""source"": ""workflow_execution""}"
976,37,2026-02-07,data_credit,waterfall,356,2264,"{""workflow_run_id"": 488, ""source"": ""data_provider_or_ai""}"
977,38,2026-01-14,action,personalized_outbound,1285,2267,"{""workflow_run_id"": 489, ""source"": ""workflow_execution""}"
978,38,2026-01-14,data_credit,enrichment,202,2267,"{""workflow_run_id"": 489, ""source"": ""data_provider_or_ai""}"
979,38,2026-03-04,action,ai_account_research,2899,2272,"{""workflow_run_id"": 490, ""source"": ""workflow_execution""}"
980,38,2026-03-04,data_credit,ai_research,120,2272,"{""workflow_run_id"": 490, ""source"": ""data_provider_or_ai""}"
981,38,2026-03-27,action,waterfall_enrichment,1431,2277,"{""workflow_run_id"": 491, ""source"": ""workflow_execution""}"
982,38,2026-03-27,data_credit,enrichment,644,2277,"{""workflow_run_id"": 491, ""source"": ""data_provider_or_ai""}"
983,38,2026-02-02,action,lead_enrichment,1980,2282,"{""workflow_run_id"": 492, ""source"": ""workflow_execution""}"
984,38,2026-02-02,data_credit,waterfall,270,2282,"{""workflow_run_id"": 492, ""source"": ""data_provider_or_ai""}"
985,38,2026-03-30,action,ai_account_research,2069,2285,"{""workflow_run_id"": 493, ""source"": ""workflow_execution""}"
986,38,2026-03-30,data_credit,enrichment,763,2285,"{""workflow_run_id"": 493, ""source"": ""data_provider_or_ai""}"
987,38,2026-02-18,action,lead_enrichment,960,2290,"{""workflow_run_id"": 494, ""source"": ""workflow_execution""}"
988,38,2026-02-18,data_credit,enrichment,290,2290,"{""workflow_run_id"": 494, ""source"": ""data_provider_or_ai""}"
989,38,2026-02-23,action,waterfall_enrichment,1292,2295,"{""workflow_run_id"": 495, ""source"": ""workflow_execution""}"
990,38,2026-02-23,data_credit,waterfall,334,2295,"{""workflow_run_id"": 495, ""source"": ""data_provider_or_ai""}"
991,38,2026-02-01,action,waterfall_enrichment,2183,2300,"{""workflow_run_id"": 496, ""source"": ""workflow_execution""}"
992,38,2026-02-01,data_credit,waterfall,783,2300,"{""workflow_run_id"": 496, ""source"": ""data_provider_or_ai""}"
993,38,2026-03-04,action,ai_account_research,2592,2305,"{""workflow_run_id"": 497, ""source"": ""workflow_execution""}"
994,38,2026-03-04,data_credit,enrichment,766,2305,"{""workflow_run_id"": 497, ""source"": ""data_provider_or_ai""}"
995,38,2026-04-05,action,waterfall_enrichment,2290,2310,"{""workflow_run_id"": 498, ""source"": ""workflow_execution""}"
996,38,2026-04-05,data_credit,waterfall,779,2310,"{""workflow_run_id"": 498, ""source"": ""data_provider_or_ai""}"
997,38,2026-01-22,action,personalized_outbound,642,2315,"{""workflow_run_id"": 499, ""source"": ""workflow_execution""}"
998,38,2026-01-22,data_credit,ai_research,555,2315,"{""workflow_run_id"": 499, ""source"": ""data_provider_or_ai""}"
999,38,2026-01-19,action,personalized_outbound,2514,2320,"{""workflow_run_id"": 500, ""source"": ""workflow_execution""}"
1000,38,2026-01-19,data_credit,waterfall,240,2320,"{""workflow_run_id"": 500, ""source"": ""data_provider_or_ai""}"
1001,38,2026-03-15,action,personalized_outbound,2279,2325,"{""workflow_run_id"": 501, ""source"": ""workflow_execution""}"
1002,38,2026-03-15,data_credit,ai_research,274,2325,"{""workflow_run_id"": 501, ""source"": ""data_provider_or_ai""}"
1003,38,2026-02-16,action,crm_sync,973,2330,"{""workflow_run_id"": 502, ""source"": ""workflow_execution""}"
1004,38,2026-02-16,data_credit,waterfall,334,2330,"{""workflow_run_id"": 502, ""source"": ""data_provider_or_ai""}"
1005,38,2026-02-20,action,waterfall_enrichment,1203,2333,"{""workflow_run_id"": 503, ""source"": ""workflow_execution""}"
1006,38,2026-02-20,data_credit,ai_research,254,2333,"{""workflow_run_id"": 503, ""source"": ""data_provider_or_ai""}"
1007,38,2026-03-13,action,crm_sync,179,2336,"{""workflow_run_id"": 504, ""source"": ""workflow_execution""}"
1008,38,2026-03-13,data_credit,enrichment,741,2336,"{""workflow_run_id"": 504, ""source"": ""data_provider_or_ai""}"
1009,38,2026-02-07,action,crm_sync,1095,2341,"{""workflow_run_id"": 505, ""source"": ""workflow_execution""}"
1010,38,2026-02-07,data_credit,ai_research,184,2341,"{""workflow_run_id"": 505, ""source"": ""data_provider_or_ai""}"
1011,38,2026-03-14,action,lead_enrichment,1613,2346,"{""workflow_run_id"": 506, ""source"": ""workflow_execution""}"
1012,38,2026-03-14,data_credit,ai_research,468,2346,"{""workflow_run_id"": 506, ""source"": ""data_provider_or_ai""}"
1013,39,2026-03-07,action,waterfall_enrichment,1629,2349,"{""workflow_run_id"": 507, ""source"": ""workflow_execution""}"
1014,39,2026-03-07,data_credit,waterfall,36,2349,"{""workflow_run_id"": 507, ""source"": ""data_provider_or_ai""}"
1015,39,2026-04-08,action,crm_sync,459,2352,"{""workflow_run_id"": 508, ""source"": ""workflow_execution""}"
1016,39,2026-04-08,data_credit,ai_research,607,2352,"{""workflow_run_id"": 508, ""source"": ""data_provider_or_ai""}"
1017,39,2026-05-01,action,lead_enrichment,2936,2355,"{""workflow_run_id"": 509, ""source"": ""workflow_execution""}"
1018,39,2026-05-01,data_credit,ai_research,777,2355,"{""workflow_run_id"": 509, ""source"": ""data_provider_or_ai""}"
1019,39,2026-02-14,action,lead_enrichment,2462,2358,"{""workflow_run_id"": 510, ""source"": ""workflow_execution""}"
1020,39,2026-02-14,data_credit,enrichment,176,2358,"{""workflow_run_id"": 510, ""source"": ""data_provider_or_ai""}"
1021,40,2026-02-19,action,crm_sync,1225,2363,"{""workflow_run_id"": 511, ""source"": ""workflow_execution""}"
1022,40,2026-02-19,data_credit,waterfall,767,2363,"{""workflow_run_id"": 511, ""source"": ""data_provider_or_ai""}"
1023,40,2026-03-06,action,ai_account_research,1622,2368,"{""workflow_run_id"": 512, ""source"": ""workflow_execution""}"
1024,40,2026-03-06,data_credit,ai_research,652,2368,"{""workflow_run_id"": 512, ""source"": ""data_provider_or_ai""}"
1025,40,2026-02-13,action,personalized_outbound,2027,2373,"{""workflow_run_id"": 513, ""source"": ""workflow_execution""}"
1026,40,2026-02-13,data_credit,waterfall,55,2373,"{""workflow_run_id"": 513, ""source"": ""data_provider_or_ai""}"
1027,40,2026-02-11,action,waterfall_enrichment,625,2378,"{""workflow_run_id"": 514, ""source"": ""workflow_execution""}"
1028,40,2026-02-11,data_credit,waterfall,350,2378,"{""workflow_run_id"": 514, ""source"": ""data_provider_or_ai""}"
1029,40,2026-04-03,action,lead_enrichment,1126,2381,"{""workflow_run_id"": 515, ""source"": ""workflow_execution""}"
1030,40,2026-04-03,data_credit,waterfall,209,2381,"{""workflow_run_id"": 515, ""source"": ""data_provider_or_ai""}"
1031,40,2026-04-18,action,waterfall_enrichment,910,2386,"{""workflow_run_id"": 516, ""source"": ""workflow_execution""}"
1032,40,2026-04-18,data_credit,enrichment,206,2386,"{""workflow_run_id"": 516, ""source"": ""data_provider_or_ai""}"
1033,40,2026-02-11,action,ai_account_research,1244,2391,"{""workflow_run_id"": 517, ""source"": ""workflow_execution""}"
1034,40,2026-02-11,data_credit,waterfall,691,2391,"{""workflow_run_id"": 517, ""source"": ""data_provider_or_ai""}"
1035,40,2026-03-08,action,ai_account_research,1596,2394,"{""workflow_run_id"": 518, ""source"": ""workflow_execution""}"
1036,40,2026-03-08,data_credit,waterfall,456,2394,"{""workflow_run_id"": 518, ""source"": ""data_provider_or_ai""}"
1037,40,2026-01-27,action,ai_account_research,680,2399,"{""workflow_run_id"": 519, ""source"": ""workflow_execution""}"
1038,40,2026-01-27,data_credit,enrichment,716,2399,"{""workflow_run_id"": 519, ""source"": ""data_provider_or_ai""}"
1039,40,2026-01-26,action,crm_sync,2597,2404,"{""workflow_run_id"": 520, ""source"": ""workflow_execution""}"
1040,40,2026-01-26,data_credit,enrichment,454,2404,"{""workflow_run_id"": 520, ""source"": ""data_provider_or_ai""}"
1041,40,2026-02-28,action,waterfall_enrichment,2069,2407,"{""workflow_run_id"": 521, ""source"": ""workflow_execution""}"
1042,40,2026-02-28,data_credit,enrichment,184,2407,"{""workflow_run_id"": 521, ""source"": ""data_provider_or_ai""}"
1043,40,2026-03-15,action,waterfall_enrichment,520,2412,"{""workflow_run_id"": 522, ""source"": ""workflow_execution""}"
1044,40,2026-03-15,data_credit,waterfall,663,2412,"{""workflow_run_id"": 522, ""source"": ""data_provider_or_ai""}"
1045,40,2026-03-25,action,crm_sync,1088,2417,"{""workflow_run_id"": 523, ""source"": ""workflow_execution""}"
1046,40,2026-03-25,data_credit,ai_research,700,2417,"{""workflow_run_id"": 523, ""source"": ""data_provider_or_ai""}"
1047,40,2026-04-23,action,lead_enrichment,2826,2422,"{""workflow_run_id"": 524, ""source"": ""workflow_execution""}"
1048,40,2026-04-23,data_credit,enrichment,292,2422,"{""workflow_run_id"": 524, ""source"": ""data_provider_or_ai""}"
1049,40,2026-03-27,action,personalized_outbound,2476,2427,"{""workflow_run_id"": 525, ""source"": ""workflow_execution""}"
1050,40,2026-03-27,data_credit,waterfall,708,2427,"{""workflow_run_id"": 525, ""source"": ""data_provider_or_ai""}"
1051,40,2026-04-11,action,lead_enrichment,2897,2432,"{""workflow_run_id"": 526, ""source"": ""workflow_execution""}"
1052,40,2026-04-11,data_credit,ai_research,372,2432,"{""workflow_run_id"": 526, ""source"": ""data_provider_or_ai""}"
1053,40,2026-02-24,action,lead_enrichment,1032,2437,"{""workflow_run_id"": 527, ""source"": ""workflow_execution""}"
1054,40,2026-02-24,data_credit,ai_research,344,2437,"{""workflow_run_id"": 527, ""source"": ""data_provider_or_ai""}"
1055,40,2026-02-05,action,waterfall_enrichment,1313,2442,"{""workflow_run_id"": 528, ""source"": ""workflow_execution""}"
1056,40,2026-02-05,data_credit,waterfall,794,2442,"{""workflow_run_id"": 528, ""source"": ""data_provider_or_ai""}"
1057,40,2026-04-02,action,lead_enrichment,1426,2447,"{""workflow_run_id"": 529, ""source"": ""workflow_execution""}"
1058,40,2026-04-02,data_credit,ai_research,250,2447,"{""workflow_run_id"": 529, ""source"": ""data_provider_or_ai""}"
1059,40,2026-01-29,action,crm_sync,2378,2452,"{""workflow_run_id"": 530, ""source"": ""workflow_execution""}"
1060,40,2026-01-29,data_credit,waterfall,584,2452,"{""workflow_run_id"": 530, ""source"": ""data_provider_or_ai""}"
1061,40,2026-02-17,action,personalized_outbound,2304,2457,"{""workflow_run_id"": 531, ""source"": ""workflow_execution""}"
1062,40,2026-02-17,data_credit,enrichment,612,2457,"{""workflow_run_id"": 531, ""source"": ""data_provider_or_ai""}"
1063,40,2026-02-05,action,waterfall_enrichment,1886,2460,"{""workflow_run_id"": 532, ""source"": ""workflow_execution""}"
1064,40,2026-02-05,data_credit,enrichment,86,2460,"{""workflow_run_id"": 532, ""source"": ""data_provider_or_ai""}"
1065,40,2026-01-26,action,lead_enrichment,1369,2465,"{""workflow_run_id"": 533, ""source"": ""workflow_execution""}"
1066,40,2026-01-26,data_credit,waterfall,571,2465,"{""workflow_run_id"": 533, ""source"": ""data_provider_or_ai""}"
1067,40,2026-04-20,action,personalized_outbound,390,2470,"{""workflow_run_id"": 534, ""source"": ""workflow_execution""}"
1068,40,2026-04-20,data_credit,enrichment,648,2470,"{""workflow_run_id"": 534, ""source"": ""data_provider_or_ai""}"
1069,41,2026-02-12,action,personalized_outbound,827,2473,"{""workflow_run_id"": 535, ""source"": ""workflow_execution""}"
1070,41,2026-02-12,data_credit,enrichment,539,2473,"{""workflow_run_id"": 535, ""source"": ""data_provider_or_ai""}"
1071,41,2026-03-01,action,personalized_outbound,1597,2478,"{""workflow_run_id"": 536, ""source"": ""workflow_execution""}"
1072,41,2026-03-01,data_credit,enrichment,164,2478,"{""workflow_run_id"": 536, ""source"": ""data_provider_or_ai""}"
1073,41,2026-03-07,action,lead_enrichment,2597,2481,"{""workflow_run_id"": 537, ""source"": ""workflow_execution""}"
1074,41,2026-03-07,data_credit,ai_research,418,2481,"{""workflow_run_id"": 537, ""source"": ""data_provider_or_ai""}"
1075,41,2026-03-08,action,lead_enrichment,2902,2484,"{""workflow_run_id"": 538, ""source"": ""workflow_execution""}"
1076,41,2026-03-08,data_credit,waterfall,464,2484,"{""workflow_run_id"": 538, ""source"": ""data_provider_or_ai""}"
1077,41,2026-03-10,action,personalized_outbound,576,2487,"{""workflow_run_id"": 539, ""source"": ""workflow_execution""}"
1078,41,2026-03-10,data_credit,enrichment,317,2487,"{""workflow_run_id"": 539, ""source"": ""data_provider_or_ai""}"
1079,41,2026-02-03,action,crm_sync,141,2490,"{""workflow_run_id"": 540, ""source"": ""workflow_execution""}"
1080,41,2026-02-03,data_credit,ai_research,445,2490,"{""workflow_run_id"": 540, ""source"": ""data_provider_or_ai""}"
1081,41,2026-02-21,action,ai_account_research,2296,2493,"{""workflow_run_id"": 541, ""source"": ""workflow_execution""}"
1082,41,2026-02-21,data_credit,ai_research,313,2493,"{""workflow_run_id"": 541, ""source"": ""data_provider_or_ai""}"
1083,41,2026-03-17,action,lead_enrichment,1910,2498,"{""workflow_run_id"": 542, ""source"": ""workflow_execution""}"
1084,41,2026-03-17,data_credit,enrichment,631,2498,"{""workflow_run_id"": 542, ""source"": ""data_provider_or_ai""}"
1085,41,2026-03-29,action,ai_account_research,1897,2501,"{""workflow_run_id"": 543, ""source"": ""workflow_execution""}"
1086,41,2026-03-29,data_credit,ai_research,45,2501,"{""workflow_run_id"": 543, ""source"": ""data_provider_or_ai""}"
1087,41,2026-01-12,action,personalized_outbound,257,2506,"{""workflow_run_id"": 544, ""source"": ""workflow_execution""}"
1088,41,2026-01-12,data_credit,enrichment,166,2506,"{""workflow_run_id"": 544, ""source"": ""data_provider_or_ai""}"
1089,41,2026-04-01,action,lead_enrichment,727,2511,"{""workflow_run_id"": 545, ""source"": ""workflow_execution""}"
1090,41,2026-04-01,data_credit,waterfall,485,2511,"{""workflow_run_id"": 545, ""source"": ""data_provider_or_ai""}"
1091,41,2026-02-19,action,ai_account_research,1747,2516,"{""workflow_run_id"": 546, ""source"": ""workflow_execution""}"
1092,41,2026-02-19,data_credit,waterfall,148,2516,"{""workflow_run_id"": 546, ""source"": ""data_provider_or_ai""}"
1093,42,2026-06-08,action,waterfall_enrichment,367,2521,"{""workflow_run_id"": 547, ""source"": ""workflow_execution""}"
1094,42,2026-06-08,data_credit,enrichment,107,2521,"{""workflow_run_id"": 547, ""source"": ""data_provider_or_ai""}"
1095,42,2026-04-04,action,crm_sync,515,2526,"{""workflow_run_id"": 548, ""source"": ""workflow_execution""}"
